term,log_odds,corpus 1,corpus 2,count 1,count 2
kamala,-5.985640318568786,harris_2024,harris_2020,10,213
community,-2.5684235962346857,harris_2024,harris_2020,2,40
people,-2.535442179769669,harris_2024,harris_2020,7,60
communities,-2.510510816479078,harris_2024,harris_2020,6,55
health,-2.5008528619832355,harris_2024,harris_2020,9,68
justice,-2.4594804401173853,harris_2024,harris_2020,4,45
country,-2.427041829242981,harris_2024,harris_2020,3,40
black,-2.367437875051815,harris_2024,harris_2020,1,34
pay,-2.3362054014131286,harris_2024,harris_2020,3,38
believes,-2.196580675825259,harris_2024,harris_2020,2,31
access,-2.0871577973374165,harris_2024,harris_2020,3,33
need,-2.0869746307820622,harris_2024,harris_2020,1,26
president trump,-2.0869746307820622,harris_2024,harris_2020,1,26
children,-2.0631552446867385,harris_2024,harris_2020,4,37
federal,-2.0186442118575036,harris_2024,harris_2020,6,45
disabilities,-1.9410703414966468,harris_2024,harris_2020,2,26
plan,-1.826536850409075,harris_2024,harris_2020,8,50
services,-1.7637347103822907,harris_2024,harris_2020,2,23
family,-1.7637347103822907,harris_2024,harris_2020,2,23
percent,-1.643731868939334,harris_2024,harris_2020,1,17
ll,-1.6179321793002728,harris_2024,harris_2020,14,70
today,-1.5806922190712245,harris_2024,harris_2020,1,16
sure,-1.5625893060680034,harris_2024,harris_2020,2,20
make sure,-1.5625893060680034,harris_2024,harris_2020,2,20
relief,-1.5136691240618492,harris_2024,harris_2020,1,15
health care,-1.4903090141077002,harris_2024,harris_2020,5,32
infrastructure,-1.4890927791108344,harris_2024,harris_2020,2,19
companies,-1.4890927791108344,harris_2024,harris_2020,2,19
rights,-1.4806474710340989,harris_2024,harris_2020,6,36
provide,-1.4347333264847908,harris_2024,harris_2020,4,27
students,-1.4118381993737463,harris_2024,harris_2020,2,18
income,-1.4118381993737463,harris_2024,harris_2020,2,18
based,-1.3654467439089477,harris_2024,harris_2020,1,13
housing,-1.3493124158317007,harris_2024,harris_2020,5,30
corporations,-1.3008545809732888,harris_2024,harris_2020,3,21
fight,-1.2999198761676571,harris_2024,harris_2020,14,64
action,-1.2836272994293134,harris_2024,harris_2020,4,25
career,-1.2828230665940856,harris_2024,harris_2020,1,12
money,-1.2828230665940856,harris_2024,harris_2020,1,12
tribal,-1.2828230665940856,harris_2024,harris_2020,1,12
assault,-1.2828230665940856,harris_2024,harris_2020,1,12
pacific,-1.2828230665940856,harris_2024,harris_2020,1,12
apia,-1.2044665588773333,harris_2024,harris_2020,0,34
president kamala,-1.1996524589989608,harris_2024,harris_2020,5,28
united,-1.1996524589989608,harris_2024,harris_2020,5,28
citizenship,-1.1932874061542125,harris_2024,harris_2020,1,11
congress,-1.1932874061542125,harris_2024,harris_2020,1,11
employment,-1.1932874061542125,harris_2024,harris_2020,1,11
wealth,-1.1932874061542125,harris_2024,harris_2020,1,11
kamala plan,-1.1687495459554325,harris_2024,harris_2020,0,29
kamala believes,-1.1608709679175961,harris_2024,harris_2020,0,28
laws,-1.1532443704765432,harris_2024,harris_2020,2,15
water,-1.1532443704765432,harris_2024,harris_2020,2,15
rent,-1.1532443704765432,harris_2024,harris_2020,2,15
immigrants,-1.1527061489972663,harris_2024,harris_2020,0,27
reform,-1.1301792796807577,harris_2024,harris_2020,3,19
lgbtq,-1.1167112286219003,harris_2024,harris_2020,0,23
language,-1.0962911033760459,harris_2024,harris_2020,0,21
working families,-1.0956065810615543,harris_2024,harris_2020,1,10
environmental,-1.0956065810615543,harris_2024,harris_2020,1,10
teachers,-1.0956065810615543,harris_2024,harris_2020,1,10
legal,-1.0956065810615543,harris_2024,harris_2020,1,10
wages,-1.0956065810615543,harris_2024,harris_2020,1,10
individuals,-1.0956065810615543,harris_2024,harris_2020,1,10
barriers,-1.0956065810615543,harris_2024,harris_2020,1,10
trump administration,-1.0956065810615543,harris_2024,harris_2020,1,10
equal,-1.085339785947862,harris_2024,harris_2020,0,20
key,-1.085339785947862,harris_2024,harris_2020,0,20
program,-1.0738269077903422,harris_2024,harris_2020,0,19
means,-1.0738269077903422,harris_2024,harris_2020,0,19
native,-1.0738269077903422,harris_2024,harris_2020,0,19
data,-1.0616916955608489,harris_2024,harris_2020,0,18
prescription,-1.0562924382187462,harris_2024,harris_2020,2,14
policies,-1.0562924382187462,harris_2024,harris_2020,2,14
points kamala,-1.0488629487495178,harris_2024,harris_2020,0,17
apia community,-1.0488629487495178,harris_2024,harris_2020,0,17
dreamers,-1.0488629487495178,harris_2024,harris_2020,0,17
key points,-1.0488629487495178,harris_2024,harris_2020,0,17
criminal justice,-1.0488629487495178,harris_2024,harris_2020,0,17
points,-1.0488629487495178,harris_2024,harris_2020,0,17
united states,-1.0402421497553687,harris_2024,harris_2020,5,26
criminal,-1.0386634981386045,harris_2024,harris_2020,3,18
executive,-1.035256509931571,harris_2024,harris_2020,0,16
use,-1.035256509931571,harris_2024,harris_2020,0,16
immigrant,-1.0207719183351336,harris_2024,harris_2020,0,15
rape,-1.0207719183351336,harris_2024,harris_2020,0,15
kamala fight,-1.0207719183351336,harris_2024,harris_2020,0,15
gap,-1.0207719183351336,harris_2024,harris_2020,0,15
racial,-1.0052879084915483,harris_2024,harris_2020,0,14
agencies,-1.0052879084915483,harris_2024,harris_2020,0,14
resources,-1.0052879084915483,harris_2024,harris_2020,0,14
households,-1.0052879084915483,harris_2024,harris_2020,0,14
fully,-1.0052879084915483,harris_2024,harris_2020,0,14
make,-0.9903638970679537,harris_2024,harris_2020,13,55
color,-0.9886562401711665,harris_2024,harris_2020,0,13
kits,-0.9886562401711665,harris_2024,harris_2020,0,13
average,-0.9881916934409347,harris_2024,harris_2020,1,9
prescription drugs,-0.9881916934409347,harris_2024,harris_2020,1,9
affordable housing,-0.9881916934409347,harris_2024,harris_2020,1,9
