term,log_odds,corpus 1,corpus 2,count 1,count 2
we will,-11.565236071752006,democrat_2024,democrat_2020,175,489
will,-10.881970955694905,democrat_2024,democrat_2020,452,857
democrats,-10.444409189544228,democrat_2024,democrat_2020,201,487
we,-8.693551583268647,democrat_2024,democrat_2020,425,729
democrats will,-8.276233912801446,democrat_2024,democrat_2020,87,247
and,-8.070964808446405,democrat_2024,democrat_2020,2134,2707
believe,-8.06232173185534,democrat_2024,democrat_2020,9,145
support,-6.903682722338647,democrat_2024,democrat_2020,93,221
public,-6.2068062988583765,democrat_2024,democrat_2020,58,153
our,-6.107899701920077,democrat_2024,democrat_2020,304,481
should,-6.03893715470856,democrat_2024,democrat_2020,30,106
ensure,-5.98413094719037,democrat_2024,democrat_2020,44,127
be,-5.636809891764672,democrat_2024,democrat_2020,59,143
democrats believe,-5.477609386781586,democrat_2024,democrat_2020,0,99
of color,-5.252217667100931,democrat_2024,democrat_2020,7,58
president trump,-5.2261734621817215,democrat_2024,democrat_2020,4,60
color,-5.217018008185135,democrat_2024,democrat_2020,8,58
believe that,-5.154516804569105,democrat_2024,democrat_2020,4,58
covid,-5.093352411052284,democrat_2024,democrat_2020,10,58
including,-4.854508212390593,democrat_2024,democrat_2020,121,213
students,-4.85399000788488,democrat_2024,democrat_2020,26,79
health,-4.638500884994894,democrat_2024,democrat_2020,166,266
pandemic,-4.617385949319264,democrat_2024,democrat_2020,29,80
trump administration,-4.579549548655127,democrat_2024,democrat_2020,0,54
the covid,-4.5278539168331955,democrat_2024,democrat_2020,3,45
covid pandemic,-4.5278539168331955,democrat_2024,democrat_2020,3,45
the trump,-4.523334862646923,democrat_2024,democrat_2020,0,52
and will,-4.4400667536736105,democrat_2024,democrat_2020,16,57
will support,-4.419394998436417,democrat_2024,democrat_2020,7,43
will ensure,-4.401343914627473,democrat_2024,democrat_2020,3,42
use,-4.281391865754555,democrat_2024,democrat_2020,29,75
schools,-4.23160559938021,democrat_2024,democrat_2020,21,62
workers,-4.212645345573161,democrat_2024,democrat_2020,75,139
system,-4.108385744980915,democrat_2024,democrat_2020,32,77
take,-4.069145675911544,democrat_2024,democrat_2020,11,44
public health,-4.014871084737625,democrat_2024,democrat_2020,0,37
we believe,-3.958651206563885,democrat_2024,democrat_2020,3,33
rural,-3.8455927283297284,democrat_2024,democrat_2020,9,38
are committed,-3.829036731675127,democrat_2024,democrat_2020,4,31
in our,-3.819186489971386,democrat_2024,democrat_2020,20,55
people of,-3.772231887522491,democrat_2024,democrat_2020,7,34
democrats support,-3.75982810911817,democrat_2024,democrat_2020,4,30
federal,-3.7554287629887444,democrat_2024,democrat_2020,99,162
education,-3.7332635775205856,democrat_2024,democrat_2020,42,86
should be,-3.719824780104856,democrat_2024,democrat_2020,15,46
