term,log_odds,corpus 1,corpus 2,count 1,count 2
the,-6.540954195607822,republican_2024,republican_2016,250,2318
of,-5.449173924137823,republican_2024,republican_2016,133,1319
their,-4.474065584819341,republican_2024,republican_2016,14,290
is,-4.42329040616069,republican_2024,republican_2016,16,303
or,-3.56447272046866,republican_2024,republican_2016,7,169
of the,-3.511611017590788,republican_2024,republican_2016,20,275
its,-3.39879042029705,republican_2024,republican_2016,3,133
should,-3.2715032263787673,republican_2024,republican_2016,2,125
as,-3.193083225096753,republican_2024,republican_2016,13,198
to,-3.171085956330706,republican_2024,republican_2016,155,1233
has,-2.8929967533092853,republican_2024,republican_2016,10,157
with,-2.8711215599078383,republican_2024,republican_2016,23,262
it,-2.852770367040644,republican_2024,republican_2016,17,213
in,-2.798665764879342,republican_2024,republican_2016,72,621
be,-2.7942748866044576,republican_2024,republican_2016,21,242
an,-2.790111169618268,republican_2024,republican_2016,6,118
and the,-2.779966978896304,republican_2024,republican_2016,4,101
have,-2.637855593773499,republican_2024,republican_2016,15,186
this,-2.61253561400018,republican_2024,republican_2016,4,93
congress,-2.5968308849451556,republican_2024,republican_2016,1,82
which,-2.5880508927021335,republican_2024,republican_2016,2,78
state,-2.51811996553237,republican_2024,republican_2016,1,76
been,-2.4336248294911367,republican_2024,republican_2016,3,77
public,-2.43140889557112,republican_2024,republican_2016,2,70
are,-2.3646799225333752,republican_2024,republican_2016,17,189
the federal,-2.2790131838043575,republican_2024,republican_2016,2,63
we support,-2.164107737081911,republican_2024,republican_2016,1,54
not,-2.137698165309769,republican_2024,republican_2016,16,171
both,-2.1049076641430418,republican_2024,republican_2016,1,51
call,-2.0421250036221323,republican_2024,republican_2016,1,48
for,-2.0416157710190994,republican_2024,republican_2016,53,435
administration,-2.023677403408388,republican_2024,republican_2016,5,78
by the,-1.945306312537981,republican_2024,republican_2016,2,50
should be,-1.856143392029946,republican_2024,republican_2016,2,47
federal,-1.8223775672765117,republican_2024,republican_2016,13,135
human,-1.8003142288086136,republican_2024,republican_2016,0,38
any,-1.749495744613705,republican_2024,republican_2016,5,69
