term,log_odds,corpus 1,corpus 2,count 1,count 2
congress,-2.667085975773933,republican_2024,republican_2016,1,82
state,-2.588156398963183,republican_2024,republican_2016,1,76
public,-2.5280479670159264,republican_2024,republican_2016,2,70
administration,-2.1722724701001943,republican_2024,republican_2016,5,78
federal,-2.0591806586426182,republican_2024,republican_2016,13,135
human,-1.868725699412669,republican_2024,republican_2016,1,38
government,-1.859409531873348,republican_2024,republican_2016,16,149
oppose,-1.8227964245101103,republican_2024,republican_2016,2,43
advance,-1.7225590288589983,republican_2024,republican_2016,1,33
communities,-1.6578385842978964,republican_2024,republican_2016,1,31
business,-1.6239109619716805,republican_2024,republican_2016,1,30
institutions,-1.588845832411028,republican_2024,republican_2016,1,29
amendment,-1.5681250754535703,republican_2024,republican_2016,3,44
based,-1.5681250754535703,republican_2024,republican_2016,3,44
need,-1.567148167052562,republican_2024,republican_2016,2,36
continue,-1.552564862480747,republican_2024,republican_2016,1,28
citizens,-1.5149813916274972,republican_2024,republican_2016,1,27
market,-1.5149813916274972,republican_2024,republican_2016,1,27
financial,-1.4759992142270368,republican_2024,republican_2016,1,26
act,-1.4552352479498651,republican_2024,republican_2016,4,49
time,-1.4424039786772003,republican_2024,republican_2016,2,33
religious,-1.4141715822542023,republican_2024,republican_2016,4,48
just,-1.3933972218925534,republican_2024,republican_2016,1,24
abortion,-1.3933972218925534,republican_2024,republican_2016,1,24
program,-1.3933972218925534,republican_2024,republican_2016,1,24
national,-1.3575437272676334,republican_2024,republican_2016,9,83
department,-1.3495227519918518,republican_2024,republican_2016,1,23
believe,-1.3061755470112983,republican_2024,republican_2016,2,30
sector,-1.3037356525673638,republican_2024,republican_2016,1,22
local,-1.257836700296404,republican_2024,republican_2016,2,29
best,-1.257836700296404,republican_2024,republican_2016,2,29
given,-1.2558634278891132,republican_2024,republican_2016,1,21
court,-1.2558634278891132,republican_2024,republican_2016,1,21
investment,-1.2558634278891132,republican_2024,republican_2016,1,21
current,-1.2139797371549113,republican_2024,republican_2016,0,65
law,-1.2107662748332264,republican_2024,republican_2016,8,72
create,-1.2057093516391302,republican_2024,republican_2016,1,20
rule,-1.2057093516391302,republican_2024,republican_2016,1,20
discrimination,-1.2057093516391302,republican_2024,republican_2016,1,20
opportunity,-1.2057093516391302,republican_2024,republican_2016,1,20
nuclear,-1.2057093516391302,republican_2024,republican_2016,1,20
private,-1.1764718832995262,republican_2024,republican_2016,0,55
americans,-1.1739342035939113,republican_2024,republican_2016,6,57
businesses,-1.153047738852805,republican_2024,republican_2016,1,19
change,-1.153047738852805,republican_2024,republican_2016,1,19
marriage,-1.153047738852805,republican_2024,republican_2016,1,19
health,-1.1363670817927696,republican_2024,republican_2016,0,46
urge,-1.1050088468577413,republican_2024,republican_2016,0,40
development,-1.1026087956357111,republican_2024,republican_2016,2,26
needs,-1.0976180131373374,republican_2024,republican_2016,1,18
especially,-1.0750547974052878,republican_2024,republican_2016,0,35
constitutional,-1.068552954150708,republican_2024,republican_2016,0,34
legislation,-1.0478353108186842,republican_2024,republican_2016,0,31
family,-1.0470507200286334,republican_2024,republican_2016,2,25
service,-1.0404816679225422,republican_2024,republican_2016,0,30
encourage,-1.0404816679225422,republican_2024,republican_2016,0,30
israel,-1.0391171834147277,republican_2024,republican_2016,1,17
treatment,-1.0391171834147277,republican_2024,republican_2016,1,17
research,-1.0391171834147277,republican_2024,republican_2016,1,17
criminal,-1.0391171834147277,republican_2024,republican_2016,1,17
platform,-1.0391171834147277,republican_2024,republican_2016,1,17
century,-1.0391171834147277,republican_2024,republican_2016,1,17
property,-1.025009723910705,republican_2024,republican_2016,0,28
long,-1.0176745325266616,republican_2024,republican_2016,3,32
democratic,-1.0168545460633311,republican_2024,republican_2016,0,27
international,-1.0083918456133465,republican_2024,republican_2016,0,26
governments,-1.0083918456133465,republican_2024,republican_2016,0,26
